1,1166.39070128092
2,1092.38640347332
3,1066.61582868899
4,1055.71176248638
5,1041.31978435671
6,1033.26782487696
7,1037.44052290458
8,1031.58375372823
9,1040.06851331414
10,1035.95087315718
11,1042.17215762957
12,1032.04372117829
13,1029.33191819881
14,1032.03596737748
15,1033.25717502489
16,1031.44620728292
17,1032.54642957628
18,1030.18958101375
19,1030.29085136619
20,1038.41290440535
21,1023.06011033269
22,1021.06268224258
23,1022.90383142404
24,1019.95207149916
25,1022.56882107361
26,1023.0296887232
27,1020.64626829847
28,1031.88172569559
29,1011.07383499527
30,1020.65488627496
31,1033.47335564637
32,1036.10700420464
33,1048.44734901373
34,1016.48098823185
35,1027.22623761156
36,1036.9670396436
37,1024.13065577285
38,1027.59833172896
39,1044.80671788692
40,1040.38152152996
41,1021.59102164364
42,1036.46107746889
43,1033.47131214703
44,1044.97118512048
45,1041.86555542877
46,1029.24617711983
47,1037.18856787134
48,1036.1080528583
49,1022.93070601961
50,1035.54949668261
