1,0.5929006
2,0.4130648
3,0.7847457
4,0.9538767
5,0.8758379
6,0.8149497
7,1.1654002
8,1.0368196
9,1.5628744
10,2.1328285
11,2.0979982
12,2.074979
13,2.5695347
14,2.0807608
15,2.203288
16,2.9011811
17,3.8542939
18,4.7417162
19,3.5996696
20,2.3619297
21,2.2267859
22,2.4475404
23,2.3432206
24,2.4474772
25,2.729369
26,2.9010767
27,3.4348902
28,3.8090239
29,5.6066826
30,3.8853253
31,4.3231632
32,3.9693257
33,4.5997777
34,4.8725671
35,5.0170057
36,5.0824169
37,6.2949817
38,5.6885783
39,5.4222591
40,4.6923649
41,5.897333
42,6.044964
43,7.3222959
44,6.0069576
45,6.7517278
46,7.1038094
47,7.7302569
48,7.4304311
49,7.870216
50,6.6482442
