1,1.4246915
2,0.8612943
3,1.1115513
4,1.2914257
5,1.2118851
6,1.1471894
7,1.5101643
8,1.4199707
9,1.9213496
10,2.499073
11,2.5093471
12,2.4902775
13,3.0344548
14,2.5361083
15,2.6989106
16,3.3754062
17,4.3341548
18,5.2384779
19,4.1138319
20,2.8808963
21,2.8115052
22,3.099658
23,2.9995364
24,3.132882
25,3.4567606
26,3.7707202
27,4.2463437
28,4.6413558
29,6.4978166
30,4.8281516
31,5.5784927
32,5.2248872
33,5.9662544
34,6.2631844
35,6.4873753
36,6.6072664
37,7.881262
38,7.3117259
39,7.1984058
40,6.4774997
41,8.5539674
42,8.8085763
43,10.1231985
44,8.7613068
45,9.8992539
46,10.2486037
47,10.9701105
48,10.6452032
49,11.3804082
50,10.2127118
