1,0.0722547
2,0.0429627
3,0.0347914
4,0.0786368
5,0.057913
6,0.1881676
7,0.4405402
8,0.2821031
9,0.4732843
10,0.4141331
11,0.3846127
12,0.4756062
13,0.4299295
14,1.4611493
15,1.4523805
16,1.1459787
17,0.8614337
18,1.1689617
19,1.6992863
20,0.7376952
21,1.8332656
22,1.8984219
23,3.2965906
24,1.439304
25,2.5946551
26,1.7883988
27,4.8117545
28,1.799906
29,3.5710711
30,5.5555075
31,0.7690924
32,1.1245062
33,0.7717021
34,6.8460827
35,3.6600812
36,2.1906515
37,6.3542508
38,4.1735834
39,1.0754632
40,2.7152356
41,9.5007624
42,1.701769
43,2.9023369
44,1.1321607
45,1.5766386
46,3.8092637
47,1.9851857
48,2.5417779
49,6.1121191
50,5.2397638
