1,0.3608181
2,0.4455761
3,0.4880841
4,0.5846152
5,0.7339689
6,0.8091996
7,1.3210231
8,1.146969
9,1.394128
10,1.5450916
11,2.0412691
12,2.2746975
13,2.7133137
14,3.3186421
15,4.1193631
16,4.1723097
17,4.9619339
18,5.9144838
19,6.9630088
20,7.491258
21,9.1460299
22,10.5657234
23,11.4900507
24,12.9793092
25,15.2823416
26,16.5137714
27,19.0757542
28,21.6178425
29,23.7730906
30,26.5665239
31,30.2212384
32,33.4871508
33,35.4551974
34,39.2213713
35,40.7541646
36,41.6872987
37,47.3743026
38,51.9433202
39,58.8311181
40,52.8861197
41,66.5778917
42,68.8047375
43,74.3053167
44,79.9353728
45,89.313433
46,89.6900021
47,98.9578387
48,107.1873435
49,121.0349699
50,129.2027195
