-90	-7.46814479470133
-88.9944134078212	-7.40385712024447
-87.9888268156425	-7.35726989777505
-86.9832402234637	-7.3283286134372
-85.9776536312849	-7.31790862072732
-84.9720670391062	-7.32784669824454
-83.9664804469274	-7.36097891662118
-82.9608938547486	-7.42120914223417
-81.9553072625698	-7.51358668876851
-80.9497206703911	-7.64442655455188
-79.9441340782123	-7.82146920387496
-78.9385474860335	-8.05411339058564
-77.9329608938548	-8.35377531428304
-76.927374301676	-8.73427927174527
-75.9217877094972	-9.21288347254434
-74.9162011173184	-9.81131274906033
-73.9106145251397	-10.5578364401797
-72.9050279329609	-11.4907105229637
-71.8994413407821	-12.6644442684353
-70.8938547486034	-14.1621615937374
-69.8882681564246	-16.1229378350912
-68.8826815642458	-18.8130846122616
-67.8770949720671	-22.8687138580279
-66.8715083798883	-30.7119426190652
-65.8659217877095	-37.5807663508536
-64.8603351955307	-25.7039040359225
-63.854748603352	-21.2496244939398
-62.8491620111732	-18.7415230055416
-61.8435754189944	-17.2459831780096
-60.8379888268156	-16.4518879609455
-59.8324022346369	-16.244769528323
-58.8268156424581	-16.601127699004
-57.8212290502793	-17.5531375387681
-56.8156424581006	-19.1186570373533
-55.8100558659218	-20.9493188308802
-54.804469273743	-21.3558871060248
-53.7988826815643	-19.1436716300902
-52.7932960893855	-16.2406732902409
-51.7877094972067	-13.7929242021988
-50.7821229050279	-11.9285288787006
-49.7765363128492	-10.583304806524
-48.7709497206704	-9.69457542131109
-47.7653631284916	-9.22394241589748
-46.7597765363128	-9.15776009313115
-45.7541899441341	-9.50414440265608
-44.7486033519553	-10.8749480011799
-43.7430167597765	-12.463102379166
-42.7374301675978	-14.755246657989
-41.731843575419	-18.0431307141001
-40.7262569832402	-23.0196156076377
-39.7206703910615	-31.9247995382924
-38.7150837988827	-32.5025463719305
-37.7094972067039	-25.3945280099698
-36.7039106145251	-21.1934312280679
-35.6983240223464	-17.6239922077023
-34.6927374301676	-14.3873316993537
-33.6871508379888	-11.6052335649719
-32.6815642458101	-9.35341463392064
-31.6759776536313	-7.64004472153285
-30.6703910614525	-6.45398984012954
-29.6648044692737	-5.79127636980739
-28.659217877095	-5.66627874462063
-27.6536312849162	-6.11834094973625
-26.6480446927374	-7.19860087036414
-25.6424581005587	-8.87969345533797
-24.6368715083799	-10.6160089822041
-23.6312849162011	-10.7238203358136
-22.6256983240223	-8.85066098277626
-21.6201117318436	-6.77414907771079
-20.6145251396648	-5.33398123323611
-19.608938547486	-4.66059962362753
-18.6033519553073	-4.74063309108864
-17.5977653631285	-5.46704342035993
-16.5921787709497	-6.29571027388034
-15.5865921787709	-5.82449144003863
-14.5810055865922	-3.60702836868311
-13.5754189944134	-1.02177278535638
-12.5698324022346	1.11778125973664
-11.5642458100559	2.66805563553943
-10.5586592178771	3.66243621374029
-9.55307262569832	4.16895142096897
-8.54748603351955	4.28577322831499
-7.54189944134078	4.18721296078855
-6.53631284916201	4.17110894496548
-5.53072625698324	4.57269597413261
-4.52513966480447	5.47744662290567
-3.5195530726257	6.63104532060055
-2.51396648044693	7.71416072801058
-1.50837988826816	8.52885892242366
-0.502793296089385	8.98630801834184
0.502793296089385	9.05541009012675
1.50837988826816	8.73596948170799
2.51396648044693	8.06141760768199
3.5195530726257	7.13393608826859
4.52513966480447	6.18721837332733
5.53072625698324	5.58658572845306
6.53631284916201	5.57472838748306
7.54189944134078	5.98726882735894
8.54748603351955	6.44679774563584
9.55307262569832	6.67291698565733
10.5586592178771	6.52803167503295
11.5642458100559	5.95562351363435
12.5698324022346	4.94007406213825
13.5754189944134	3.50990113107842
14.5810055865922	1.79520613546833
15.5865921787709	0.141340895939876
16.5921787709497	-0.932013583794077
17.5977653631285	-1.26445513418731
18.6033519553073	-1.31958926783403
19.608938547486	-1.63759441704007
20.6145251396648	-2.55673635412565
21.6201117318436	-4.34699621287322
22.6256983240223	-7.45792096971035
23.6312849162011	-13.2020449815888
24.6368715083799	-25.111123443853
25.6424581005587	-14.0210092588258
26.6480446927374	-9.10541489714093
27.6536312849162	-6.82456237661651
28.659217877095	-5.88381263901089
29.6648044692737	-5.86706348039087
30.6703910614525	-6.57334744360722
31.6759776536313	-7.76046704777341
32.6815642458101	-8.78870985005998
33.6871508379888	-8.58402386915882
34.6927374301676	-7.06098471700663
35.6983240223464	-5.21760573579984
36.7039106145251	-3.64569111616099
37.7094972067039	-2.47781347019109
38.7150837988827	-1.69794401003976
39.7206703910615	-1.26323294200151
40.7262569832402	-1.13175036046704
41.731843575419	-1.26647862425454
42.7374301675978	-1.63089674717117
43.7430167597765	-2.18217869230032
44.7486033519553	-2.86036800728436
45.7541899441341	-3.91427904387307
46.7597765363128	-4.46445525895161
47.7653631284916	-4.76624135990374
48.7709497206704	-4.79379583922751
49.7765363128492	-4.61387905465976
50.7821229050279	-4.33837597917511
51.7877094972067	-4.06783878036232
52.7932960893855	-3.86946693617368
53.7988826815643	-3.77926518303022
54.804469273743	-3.81159690865178
